,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
167,,259317,17641845,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cn(C)c2cc(NC(=O)c3ccc(C(C)(C)O)cc3)ncc12,,,CHEMBL3639127,,2014.0,"{'bei': '23.88', 'le': '0.44', 'lle': '4.36', 'sei': '11.50'}",CHEMBL3644045,,CHEMBL3644045,7.72,0,http://www.openphacts.org/units/Nanomolar,2517064,=,37,1,=,,IC50,nM,,19.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,19.0
168,,259318,17641846,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,CCn1cc(Br)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '20.80', 'le': '0.46', 'lle': '5.43', 'sei': '9.96'}",CHEMBL3937743,,CHEMBL3937743,8.70,0,http://www.openphacts.org/units/Nanomolar,2517065,=,37,1,=,,IC50,nM,,2.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,2.0
169,,259319,17641847,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Br)cn3C2CC2)cc1,,,CHEMBL3639127,,2014.0,"{'bei': '20.22', 'le': '0.44', 'lle': '5.11', 'sei': '9.96'}",CHEMBL3644048,,CHEMBL3644048,8.70,0,http://www.openphacts.org/units/Nanomolar,2517067,=,37,1,=,,IC50,nM,,2.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,2.0
170,,259320,17641848,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@](O)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Cl)cn3C2CC2)cc1,,,CHEMBL3639127,,2014.0,"{'bei': '21.76', 'le': '0.42', 'lle': '4.92', 'sei': '9.61'}",CHEMBL3644049,,CHEMBL3644049,8.40,0,http://www.openphacts.org/units/Nanomolar,2517068,=,37,1,=,,IC50,nM,,4.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,4.0
171,,259321,17641849,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(Cl)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '23.15', 'le': '0.45', 'lle': '4.25', 'sei': '11.85'}",CHEMBL3644050,,CHEMBL3644050,7.96,0,http://www.openphacts.org/units/Nanomolar,2517069,=,37,1,=,,IC50,nM,,11.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,11.0
172,,259322,17641850,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(Cl)c(Cl)c2cnc(NC(=O)c3ccc(C(C)(C)O)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '19.09', 'le': '0.39', 'lle': '2.86', 'sei': '10.75'}",CHEMBL3644051,,CHEMBL3644051,7.22,0,http://www.openphacts.org/units/Nanomolar,2517070,=,37,1,=,,IC50,nM,,60.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,60.0
173,,259323,17641851,[],CHEMBL3705518,"Scintillation Assay: The test compounds (2.5 μL) dissolved in DMSO were added to wells containing 37.5 μL of the reaction solution (25 mM HEPES (pH 7.5), 10 mM magnesium acetate, 1 mM DTT) including 30 ng of active ASK1 protein and 1 μg of myelin basic protein (Wako), and incubated at room temperature for 5 min. To start the reaction, 10 μL of ATP solution (2.5 μM ATP, 0.1 μCi [γ-32P]ATP) was added to wells. After incubating at room temperature for 30 min, the reaction was terminated by adding 50 μL of 20% TCA solution. The reaction solution was incubated at 4° C. for 30 min and an acid-insoluble fraction was transferred onto a GF/C filter (Packard) with Cell Harvester (Packard), and washed with 250 mM phosphoric acid. After drying at 45° C. for 60 min., 40 μL of Microscint 0 (Packard) was added and the radioactivity was measured with TopCount (Packard).",B,,,BAO_0000190,BAO_0000357,single protein format,CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '21.52', 'le': '0.42', 'lle': '4.89', 'sei': '9.21'}",CHEMBL3963789,,CHEMBL3963789,8.05,0,http://www.openphacts.org/units/Nanomolar,2517071,=,37,1,=,,IC50,nM,,9.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,9.0
186,,259336,17641864,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)c1ccc(C(=O)Nc2cc3c(ccn3CS(C)(=O)=O)cn2)cc1,,,CHEMBL3639127,,2014.0,"{'bei': '12.66', 'le': '0.25', 'lle': '2.38', 'sei': '4.84'}",CHEMBL3644047,,CHEMBL3644047,4.91,0,http://www.openphacts.org/units/Nanomolar,2517066,=,37,1,=,,IC50,nM,,12446.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,12446.0
192,,259342,17641870,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,CCn1ccc2cnc(NC(=O)c3ccc([C@@](C)(O)CO)c(C)c3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '17.76', 'le': '0.33', 'lle': '3.46', 'sei': '7.18'}",CHEMBL3890514,,CHEMBL3890514,6.28,0,http://www.openphacts.org/units/Nanomolar,2517072,=,37,1,=,,IC50,nM,,528.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,528.0
193,,259343,17641871,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(CO)c1ccc(C(=O)Nc2cc3c(cn2)c(Cl)cn3C2CC2)cc1,,,CHEMBL3639127,,2014.0,"{'bei': '20.31', 'le': '0.39', 'lle': '3.25', 'sei': '11.61'}",CHEMBL3644053,,CHEMBL3644053,7.80,0,http://www.openphacts.org/units/Nanomolar,2517073,=,37,1,=,,IC50,nM,,16.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,16.0
194,,259344,17641872,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(Cl)c2cnc(NC(=O)c3ccc([C@](C)(O)CO)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '20.62', 'le': '0.41', 'lle': '4.74', 'sei': '8.49'}",CHEMBL3927617,,CHEMBL3927617,7.42,0,http://www.openphacts.org/units/Nanomolar,2517074,=,37,1,=,,IC50,nM,,38.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,38.0
195,,259345,17641873,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '21.46', 'le': '0.42', 'lle': '5.04', 'sei': '8.84'}",CHEMBL3966379,,CHEMBL3966379,7.72,0,http://www.openphacts.org/units/Nanomolar,2517075,=,37,1,=,,IC50,nM,,19.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,19.0
196,,259346,17641874,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(Cl)c(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)cc3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '17.54', 'le': '0.36', 'lle': '3.58', 'sei': '7.91'}",CHEMBL3936587,,CHEMBL3936587,6.91,0,http://www.openphacts.org/units/Nanomolar,2517076,=,37,1,=,,IC50,nM,,122.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,122.0
197,,259347,17641875,[],CHEMBL3705948,"Homogeneous Time-Resolved Fluorescence Assay: The inhibitory properties of compounds to ASK1 may be determined using a white 384-well-plate format under the following reaction conditions: 25 nM ASK1, 1 uM CisBio STK S3-biotion peptide, 100 uM ATP, and 1%-2% DMSO in kinase assay buffer of 50 mM HEPES, pH 7.3, 10 mM NaCl, 10 mM MgCl2, 0.01% Brij35, 0.2 mM EDTA, and 1 mM DTT. Reaction product is determined quantitatively by HTRF after the addition of detection reagent SA-XL665 and STK-antibody-cryptate.The assay reaction may be initiated as follows: 2 ul of the mixture of 3 uM CisBio STK S3-biotion peptide and 300 uM ATP with 2 ul of test compound (2 fold serial dilutions for 11 data points for each inhibitor) containing 3%-6% DMSO are added to each well of the plate, followed by the addition of 2 uL of 75 nM ASK1 to initiate the reaction (final enzyme concentration was 25 nM for ASK1). The reaction mixture may then be incubated at room temperature for 1 hour, and quenched and developed.",B,,,BAO_0000190,BAO_0000357,single protein format,CCn1cc(Cl)c2cnc(NC(=O)c3ccc([C@@](C)(O)CO)c(C)c3)cc21,,,CHEMBL3639127,,2014.0,"{'bei': '19.05', 'le': '0.37', 'lle': '3.92', 'sei': '8.45'}",CHEMBL3974873,,CHEMBL3974873,7.39,0,http://www.openphacts.org/units/Nanomolar,2517077,=,37,1,=,,IC50,nM,,41.0,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,41.0
198,,305298,17686165,[],CHEMBL3705386,"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Assay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection (6.1). This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio (6.1). Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase are incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP is added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1x Eu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 are added to stop the reaction and phosphorylated peptide substrate is detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence is measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm is calculated for each well.",B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1csc(-c2nncn2C2CC2)n1)c1cc(-n2cnc(C3CC3)c2)c(N2CCOCC2)cn1,,,CHEMBL3638433,,2015.0,"{'bei': '17.56', 'le': '0.34', 'lle': '5.56', 'sei': '7.63'}",CHEMBL3683259,,CHEMBL3683259,8.84,0,http://www.openphacts.org/units/Nanomolar,2559414,=,37,1,=,,IC50,nM,,1.44,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,1.44
199,,305299,17686166,[],CHEMBL3705386,"Time-Resolved Fluorescence Resonance Energy Transfer (TR-FRET) Assay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection (6.1). This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio (6.1). Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase are incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP is added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1x Eu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 are added to stop the reaction and phosphorylated peptide substrate is detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence is measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm is calculated for each well.",B,,,BAO_0000190,BAO_0000357,single protein format,CC1(O)CN(c2cnc(C(=O)Nc3csc(-c4nncn4C4CC4)n3)cc2-n2cnc(C3CC3)c2)C1,,,CHEMBL3638433,,2015.0,"{'bei': '17.48', 'le': '0.33', 'lle': '5.78', 'sei': '6.94'}",CHEMBL3683260,,CHEMBL3683260,8.80,0,http://www.openphacts.org/units/Nanomolar,2559415,=,37,1,=,,IC50,nM,,1.58,CHEMBL5285,Homo sapiens,Mitogen-activated protein kinase kinase kinase 5,9606,,,IC50,nM,UO_0000065,,1.58
